"","ASV","Coefficient","Phylum"
"1128","0f11ad9d5be83842b10a88041d80737b",0.0138074371088452,"Bacteroidota"
"1129","0f11b0f470e27b6b8642ccdb6b60f06e",0.00823393054285203,"Proteobacteria"
"1130","0f14273a76c8228f6b1634b3a383277e",-0.0141045586127322,"Chloroflexi"
"1131","0f199060e32373ed8810e3f1a0fda11f",0.0371784335999282,"Planctomycetota"
"1132","0f1d52904c303d939e195c4a5bf62202",-0.00641974247564593,"Others"
"1133","0f20c20eaffd28c188a4388160c2eaf4",-0.0101104531541788,"Proteobacteria"
"1134","0f2926418774d1e38225bcd0b74ba5bb",-0.000860933041145106,"Actinobacteriota"
"1135","0f2bc2239464b899bde9c5d72cc07e60",0.0610377794678234,"Actinobacteriota"
"1136","0f2dcd078e0ce2d5ccb0cb8ee9c41035",-0.0133900119593888,"Firmicutes"
"1137","0f2e99e1b2d788e7ed2e8bde67a59200",0.0277448311252377,"Actinobacteriota"
"1138","0f35124040d0588007d5f1d98c37c98a",-0.0170724757701542,"Proteobacteria"
"1139","0f3b93c6a924a957a4b11934e8b70e44",-0.00348696268805558,"Others"
"1140","0f3d31e41d82967f0da6a90bb5366968",-0.00781829349696265,"Proteobacteria"
"1141","0f3fcde8e0fe89848eee8aad4bea908d",-0.0154999455861053,"Actinobacteriota"
"1142","0f43d0d0ffb2ecf46b02c3e150095428",0.00426108565493648,"Proteobacteria"
"1143","0f44faf9095f87117e9c645efd9f3e32",0.103524675291295,"Proteobacteria"
"1144","0f4991b28ce8f165e84dc13e97c26b4e",-0.0229377460941325,"Verrucomicrobiota"
"1145","0f49b2f329293a038d38e727100cf357",-0.000552374018873046,"Proteobacteria"
"1146","0f4f93bb4e66ad4873bfb2ef5c657a99",-0.0248256550001653,"Proteobacteria"
"1147","0f53700610e1ee9e1d15236cceb376a6",0.0196595134472992,"Others"
"1148","0f589df1d6b81d6ff669220a5c672636",-0.0139056907194439,"Proteobacteria"
"1149","0f5d14138594400659b4c6fb39137b4d",-0.0146486042661529,"Verrucomicrobiota"
"1150","0f5f98e51a2cc93c8129e28c893ce8eb",-0.00355169076204579,"Acidobacteriota"
"1151","0f627aa211bc5da8952850ca5da45489",-0.0287973023459831,"Proteobacteria"
"1152","0f642cc8a550e1f8ac3f480c13e50927",-0.00273378872456008,"Proteobacteria"
"1153","0f64cda3218390a031895ab1670e00af",-0.0112404060566401,"Proteobacteria"
"1154","0f67a0b03ef2a07d787c2e948623ef80",-0.00347210106834089,"Others"
"1155","0f69ffcbad92254c0cab5af14f97ef14",-0.00695661971532018,"Proteobacteria"
"1156","0f6e50472653c179e4c42e0822119c2a",-0.00129430342296622,"Proteobacteria"
"1157","0f6f6b1c6374aa0393908727ee2ea65d",-0.00916780853559064,"Bacteroidota"
"1158","0f75877fb0e5a2d36bde31737523128a",-0.000886425416779285,"Acidobacteriota"
"1159","0f76f566be1a93b8bcc2023a0c9f6a51",-0.00695661971532018,"Firmicutes"
"1160","0f77aea7fd864583360432d555403c2e",-0.00320884189769791,"Others"
"1161","0f7a3f5d0970400d75fe31b488a42c85",-0.0069441414006697,"Others"
"1162","0f7a43e740577f85a852a7b139ee6f32",-0.0334356663907499,"Proteobacteria"
"1163","0f7bfc972c695f39eb7f824820680514",0.0314660354509894,"Bacteroidota"
"1164","0f850683fadc718d3606e75da6386d27",-0.0142216025593846,"Acidobacteriota"
"1165","0f85ec9542ea4e171cb5a46eeb181043",-0.00394255886855598,"Bacteroidota"
"1166","0f8d625fe7e3182d6d6fb4450b33d5ef",0.0378342681156922,"Chloroflexi"
"1167","0f911f4330560b964f6bd29a6e0d368e",-0.0133438449801048,"Verrucomicrobiota"
"1168","0f9466b7f5d599640d367f99eac8e5ad",-0.00364427961323338,"Proteobacteria"
"1169","0f95a85740fbffaaab2e8dd785ea3d1c",-0.0027338304173475,"Others"
"1170","0f9c4203299700ce3b6555df34a77d74",-0.0080147017002766,"Actinobacteriota"
"1171","0f9f1530af24e8db8ec8e5879bcae44c",-0.00607714651735148,"Verrucomicrobiota"
"1172","0fa3773d1488b9ffbfc937bb279787bd",-0.00277683356131483,"Planctomycetota"
"1173","0fa471528035d65d0e0503cac2e6b5c0",-0.0129142000030468,"Bacteroidota"
"1174","0fa8aabdab5acf9d659805acf188c025",-0.000700859708750457,"Verrucomicrobiota"
"1175","0fab367370a7c36aee138f8588c4b100",-0.000814201318127786,"Actinobacteriota"
"1176","0fae56b97b8fcb31444597e980a8ccfe",-0.0027338304173475,"Others"
"1177","0fb2467449729c05f9d4dbb5cbb225dd",-0.00487098365084587,"Chloroflexi"
"1178","0fb2a9e6b9dfe8d8269012910fa077b1",-0.0098893876741704,"Others"
"1179","0fb665e46bd4b2ff27218ecc6895f408",0.0399410768853775,"Firmicutes"
"1180","0fb71358b3b81e46fcf1c89202fd7b33",-0.0267107321343623,"Actinobacteriota"
"1181","0fb84234da6dcee7c9b5f127a7e07967",-0.000334202260343413,"Proteobacteria"
"1182","0fbaa0c7a10be121f5d446166626cd6b",-0.0132268760738628,"Acidobacteriota"
"1183","0fbb793d1b4c157bcfafe2c32913a4cb",-0.0173608295125319,"Actinobacteriota"
"1184","0fc05375529c2059b32558cdd210d3d3",-0.013057298663486,"Others"
"1185","0fc68b8985a34266f6ff3fd979ad5b43",-0.00105647306641307,"Actinobacteriota"
"1186","0fd24bb942da3bb58c2a56c04b6c3f85",-0.010452906976262,"Firmicutes"
"1187","0fd2515bf0b138ad48d08dca172d30d3",0.0209684994755234,"Proteobacteria"
"1188","0fd3e3dd1a1f2f4b0a8095edc7cd1b52",-0.000843496470890321,"Bacteroidota"
"1189","0fdaf634d61877b27895b268a858f93b",-0.000313339205691257,"Chloroflexi"
"1190","0fdbc8fd5a0d29e0105bda1d08a08e49",-0.00953759123652361,"Firmicutes"
"1191","0fdf05b2a3240f00597a20fcae75341c",-0.000689760988678661,"Actinobacteriota"
"1192","0fe4983272395624c4cc427fae006827",-0.00128644871568427,"Bacteroidota"
"1193","0fee171e3cceaf9c5768222dcabb4f23",-0.0068149887436375,"Acidobacteriota"
"1194","0fee45bec388e1bfa372b64d9683d879",-0.00747354135476994,"Proteobacteria"
"1195","0fef6634dc30b6809409f551c6a6fe67",-0.0146223570287039,"Proteobacteria"
"1196","0ff0d7bdf28cacbfc6efb6668a4c3257",0.0180718234336933,"Actinobacteriota"
"1197","0ff5eba7d1c1949b988d991fc7097ccd",-0.0123824330216497,"Proteobacteria"
"1198","0ff6d1236ef3d71a9b99bb044c7ab32b",-0.0129142000030468,"Firmicutes"
"1199","10000daa425171a99c5af463915df062",-0.00989121095032548,"Proteobacteria"
"1200","1001cb35551b2668847c7ee1d7427a4f",0.0663032323898595,"Verrucomicrobiota"
"1201","1004c055bbc0a71497e9fbd02b9f9849",-0.00361880680681965,"Planctomycetota"
"1202","100a7f038c72cd37489c90666a6b8cc6",-0.0475735149013423,"Proteobacteria"
"1203","100afb335367ff614a8250bffabf3898",-0.00144562005154803,"Proteobacteria"
"1204","101396a6f3571ef31c9faf304da140f8",-0.0478011654410666,"Proteobacteria"
"1205","1014a2e14cd199d8bc768299694548d8",-0.0068149887436375,"Planctomycetota"
"1206","1015386d123f77311c8143526806af2c",0.0162713165289994,"Proteobacteria"
"1207","101637aba474a6614786486ad42acb11",0.289917296309835,"Firmicutes"
"1208","1018930481cba86a778e46db40246430",-0.0119412141610464,"Cyanobacteria"
"1209","1019a466d58d30fe95903ec4da40e5cc",-0.00306090022588209,"Verrucomicrobiota"
"1210","101d54f971fbf84dfcf09b39c302329e",0.0297679843831522,"Proteobacteria"
"1211","1020413912c995fb3443e5c02834c950",-0.0177910048445969,"Firmicutes"
"1212","102ab152189ce6957dacfb93a6e97f90",-0.00138349678527062,"Verrucomicrobiota"
"1213","102bef129e1efb6d53f60521c8df0920",-0.00435377589881418,"Firmicutes"
"1214","102d84181da1848d035a5ae277a5a3f9",-0.0267050469075071,"Others"
"1215","1030e39c964ae893c25b6cad12529f85",-0.0113170360779734,"Others"
"1216","1036c4b0c43d98e0824e089d82a8234a",-0.0135172507289668,"Cyanobacteria"
"1217","103849883279c60ccd0bcda6d82edf1e",-0.000566587183736191,"Actinobacteriota"
"1218","103bb9c6b0ea4aa11ad8378430334418",-0.00494644867773514,"Patescibacteria"
"1219","103c8aeb102fa6459076a2e7741f3dd6",-0.00346060896735964,"Others"
"1220","103e530ee5ec42cb92dbb6a07932c51d",0.0243106910299621,"Acidobacteriota"
"1221","104113f5afe1fd6f91daea260e3f7119",0.0320923568799831,"Chloroflexi"
"1222","1043ae94e557a17d5b5548f90207da1a",-0.0243315170699439,"Proteobacteria"
"1223","10453fcd6d6660f3cbdcbaa7a01de30f",-0.0116427922810222,"Bacteroidota"
"1224","1048a86a92b2cd1c50c1ebbc810b04fa",-0.0036676668793385,"Others"
"1225","1050ef008741f6b250381315a6c32ce5",-0.0190802033028182,"Actinobacteriota"
"1226","1057245ea658ef8e637a91a112a541ad",-0.00883086894686013,"Actinobacteriota"
"1227","1057e321ce8d37215d8b0688d762a9b3",-0.0405244466422377,"Others"
"1228","10584cb0d09eb1149bbe1146085e698a",-0.000829783329606211,"Chloroflexi"
"1229","105d7c8c4c25a7c848a71e59dcce838b",0.170249047590128,"Cyanobacteria"
"1230","10614a07a151a1a58caf442c255532b6",-0.00253399007057603,"Planctomycetota"
"1231","1062c35705f1620276472823e6befa20",0.0260017711140052,"Firmicutes"
"1232","10643546cdb2bbf0f3c57536114b5383",-0.00102646733854403,"Actinobacteriota"
"1233","106e729bc5c56f306f781e116a7494a4",-0.00240071825151841,"Acidobacteriota"
"1234","106f93c85f3993d0a916172d21abee97",0.0544646878237225,"Proteobacteria"
"1235","1076fe92775e5b70a1ddb215b7707e00",-0.0143460531268073,"Others"
"1236","1078932aac1e3640e2a5c014e15d7e9c",-0.00131339950837911,"Proteobacteria"
"1237","1078cad7be913bc07b23b2b753f794a3",-0.00805787465800652,"Acidobacteriota"
"1238","1079d394b68f065677d245df5fb8d7f4",0.0399410768853775,"Proteobacteria"
"1239","107ad54dfa3f30f90c09c868e8dc9ae5",-0.0113379272809662,"Patescibacteria"
"1240","107f6f89c4148459077a4e16f0f50805",-0.0500196728303136,"Proteobacteria"
"1241","107fcda3a2408353219585e4c8cce73d",-0.00390150491332882,"Acidobacteriota"
"1242","108276006f74a78915f3c548571cf252",-0.0451935380504309,"Chloroflexi"
"1243","108401988acf5826a7fb2b64e666e56e",-0.00244708852677749,"Proteobacteria"
"1244","1085904f5e207bef157482cf7815326f",0.0625608439798211,"Actinobacteriota"
"1245","1086bf34bbf9b2c7ffaecf45124dca33",-0.000466966616377199,"Acidobacteriota"
"1246","108843fdd32a59c3f210e8fb470708a3",-0.026589365616679,"Proteobacteria"
"1247","10889916f81ad9cd3cb159571e828a65",0.0517610234296883,"Others"
"1248","108aefeb943b3a233d0328c0ec1ccd6f",-0.00674863320293836,"Others"
"1249","108ed58fabc824260495efc2dee51985",0.0422511964917753,"Bacteroidota"
"1250","1095f1ab1e8c3faaa340647096ba28a8",-0.0271349105791628,"Actinobacteriota"
"1251","109d8e097ff0502783279ca3a48b2118",-0.0142256360962181,"Actinobacteriota"
"1252","109ea961a9d746941d7ead0fa9b42492",-0.00119420775760596,"Chloroflexi"
"1253","10a4ba9050a60c9880edf695bd202b6e",-0.00440891750284544,"Actinobacteriota"
"1254","10a59b01be838955d533eadf9b6ce00e",-0.00076670207993239,"Proteobacteria"
"1255","10a6c486992cc524ba2f0992875bfacc",-0.00249970206987778,"Proteobacteria"
"1256","10a86d8ec01825ba9d76513b074043b7",-0.0207989738253828,"Actinobacteriota"
"1257","10adbafc25c7ab379eb3727aae7b9167",-0.00437661427229668,"Proteobacteria"
"1258","10ba9a1f99d970a0ba6738b5f80d8033",-0.0102851145583844,"Proteobacteria"
"1259","10bbf8a923f947dc3ee85df739f12871",-0.0011944814650929,"Actinobacteriota"
"1260","10c104d79f4f552f03946ca53f1d6232",0.0471320426592741,"Bacteroidota"
"1261","10c41754049fdd8e0c21930410f44b3a",0.0389326082839462,"Proteobacteria"
"1262","10c44827b1e93b578ee99da821c3a217",-0.0115577282221645,"Others"
"1263","10d1d82edc38766114ad4a24debd69d6",-0.000912908893653384,"Acidobacteriota"
"1264","10d2e050341e4a3b26052c257fc64a3e",-0.000404781377623867,"Actinobacteriota"
"1265","10d323c05a7340cea69b8e58c1630453",-0.0196300241923646,"Proteobacteria"
"1266","10d63553ad215440b3720ff68862b7e0",0.0277448311252377,"Verrucomicrobiota"
"1267","10d6b4762206028dc68c8ca4b233c19f",-0.00217067961884365,"Actinobacteriota"
"1268","10d7bd4aeba8d65ff388da78509f016f",-0.0185558741196878,"Others"
"1269","10d9a398a23629487327f92db839ea38",-0.0356396820888796,"Chloroflexi"
"1270","10d9c2869bfeb021968dc88203bba9a9",-0.000963401978481829,"Acidobacteriota"
"1271","10dcfe738e00b0190507bd355d7c984e",-0.00296534056501903,"Acidobacteriota"
"1272","10dd395993e5b8423e6057413c1e5104",-0.0222104073641557,"Chloroflexi"
"1273","10e02080a6b4440d1dcd0ff514bc40be",-0.000730047868931341,"Actinobacteriota"
"1274","10e2cf8531c7b53d7e8a9499939246af",-0.000782235330704433,"Acidobacteriota"
"1275","10e3a5bc2070dc685d2b425cbe3ef70b",-0.000570031487137908,"Actinobacteriota"
"1276","10e58ec5e6b30f72ee9af0e37fe847a3",-0.0125368883989921,"Proteobacteria"
"1277","10e6acfc7cb6ce1e547ef8f61fb7fa1d",-0.00941989533743235,"Proteobacteria"
"1278","10ec363c7bad95bd82bc7488db87f903",-0.0142737027850852,"Proteobacteria"
"1279","10ed76ba4f5cc63ab97d727d21167113",0.0422290161202415,"Bacteroidota"
"1280","10edc4673ba79d7378badfed37defde1",-0.012055672874348,"Planctomycetota"
"1281","10f3420c773cf00d66b139564cf0ae2f",-0.0130732175289878,"Actinobacteriota"
"1282","10f38d40c54b696e8c68cb070c231e91",-0.0287352906004639,"Planctomycetota"
"1283","10fb47171b83150511d71e0ce016d41b",-0.0018354222281681,"Actinobacteriota"
"1284","10fdcedc02dd89bf4fee2708c88678e0",-0.00872894340315324,"Actinobacteriota"
"1285","110004e9c1ea0b0f94ad303a0146369d",0.152612634313141,"Proteobacteria"
"1286","110165bae21fba072e7163a2fe6931f1",-0.012590330043539,"Bacteroidota"
"1287","1101eaa99c29de05d5f54b956bb01d78",0.0129711984748216,"Bacteroidota"
"1288","1101fc2a9d1c58d4dcead733ab1d2e37",-0.00853194009608495,"Proteobacteria"
"1289","110428bab1569fd2661ef1f8a3e489a2",-0.000873842064235056,"Proteobacteria"
"1290","110ca992789f5e23b80c91cc590ff287",-0.014210379017612,"Proteobacteria"
"1291","110db6fddc1aad70fabf59de7d61bf01",0.0704312026565813,"Acidobacteriota"
"1292","110f603af92aa6f0d4bbba23883d4505",-0.0992573574801728,"Others"
"1293","1114c8fcfeb5dba5e613b9d241a1ebf4",0.0377302859600677,"Proteobacteria"
"1294","111554e600a4ed33a5ee6881bc810861",-0.000914757165175396,"Actinobacteriota"
"1295","1118975d401d85291521ca8689d2351f",-0.000908394004046926,"Actinobacteriota"
"1296","111a799d04cf306a007c098f80ee3908",-0.00160611233223798,"Verrucomicrobiota"
"1297","1122c783e1b306d7628bde7ce994b1cf",-0.0114998762187339,"Proteobacteria"
"1298","11285449e7249be17697e3109df28383",-0.00567592860035457,"Actinobacteriota"
"1299","112f530a31729c9312243cfc33fc953c",-0.00945673103061962,"Chloroflexi"
"1300","113b4d4d01234724c438d853b6caa5ff",0.0493617380876402,"Bacteroidota"
"1301","113d4ab21f4ffe36a055c3642322c955",-0.00111637188285104,"Actinobacteriota"
"1302","113e091349598cb255087fc6fc1e2245",0.366564366784947,"Proteobacteria"
"1303","113e28c565c8f0af4aa4bc9b9b77c18d",0.0407047559045394,"Proteobacteria"
"1304","11402967074be1da2ff7db2f95b6912c",-0.00813234645006952,"Bacteroidota"
"1305","11421c4b5b603d1c31be751c46052203",-0.0607249647098509,"Others"
"1306","114603c2f640249b1abedb192f250abb",-0.131436843336743,"Chloroflexi"
"1307","114688209df35f7440285bfb784b3338",0.0995831181163404,"Acidobacteriota"
"1308","1147e493d661fefb211fc2a9698686fc",0.137535110674532,"Actinobacteriota"
"1309","114b18cade8cc0f10c42843c3c130f87",-0.0191860326553529,"Verrucomicrobiota"
"1310","114bd34692ac1a68fc906c18f3821a73",0.00522617023636621,"Acidobacteriota"
"1311","1156a6d92db328e1f03dec52ece986ba",-0.00279524861798666,"Bacteroidota"
"1312","115995f83403e5fea43a3fbe854d9921",-0.00655404103143479,"Verrucomicrobiota"
"1313","115d1544bfba957ebc67225c110bfc69",-0.00813234645006952,"Actinobacteriota"
"1314","11610b9020bbb7f803c41c4a5e48264b",-0.0218056410638384,"Actinobacteriota"
"1315","1163bba8593f8b703a3e76d0ec34224a",-0.0015390722314144,"Chloroflexi"
"1316","1164caf1466e282a3e54aef666ad0a0f",-0.00631142656205947,"Chloroflexi"
"1317","1165929fbdef8b60fb250a0bc8d6f2ee",-0.0201396146427867,"Proteobacteria"
"1318","116dd4bbf039f47951b06a7e74ce09b7",-0.0302450305856864,"Proteobacteria"
"1319","116ec499e40a8647723e2584412d788f",0.0796998300557972,"Proteobacteria"
"1320","116ee16c3c67526364df955a29cdc56d",-0.0267107321343623,"Bacteroidota"
"1321","116f0683ad81dc6b73e701cb21c49a30",-0.0303725488657103,"Proteobacteria"
"1322","116f7d6c2e407218d22c9dcccf00d7fd",-0.00926976964101459,"Bacteroidota"
"1323","117df6b22c091e8743bc71b7615426e6",0.021858537749456,"Acidobacteriota"
"1324","117e4bdca84f6423656b8601c85dcda7",-0.000587722891806053,"Others"
"1325","1189ce5ddd84ebdd62fc591ae5ec2c88",-0.00552707489160496,"Others"
"1326","118af85eb40075ddad19538333abe878",-0.0324741914522884,"Proteobacteria"
"1327","118fdb94b58e71d568d36e1836d7cfe1",-0.0145354224201709,"Bacteroidota"
"1328","11902be998c8092e98cbe98af2f648af",-0.00953759123652361,"Firmicutes"
"1329","1190a6a504d271c26c27d87118d57676",-0.000843496470890321,"Others"
"1330","119140f3ad5eccfe0333ed174e5c2efa",-0.0115824633062968,"Verrucomicrobiota"
"1331","1197824099099738a5af9a58e0683770",0.106058771863448,"Cyanobacteria"
"1332","1198675ee3547297ce82d044fec5c487",-0.00804935561696783,"Firmicutes"
"1333","119dbf9ffe708e227d7c7f2e0f78a929",-0.0193423162102106,"Chloroflexi"
"1334","11a1eafe239273f7587f90bcc860bcc1",-0.00358859401528599,"Verrucomicrobiota"
"1335","11b2d926b9be7e925f809e738a3b91de",-0.0154999455861053,"Proteobacteria"
"1336","11b337bf1f24cd39af80dddb843805a9",-0.00229498785137879,"Proteobacteria"
"1337","11b81c94de29129bdcab3d3b98f68a45",-0.00240307798873466,"Proteobacteria"
"1338","11be2de2cfdb116b09135e0b3c87ac0f",-0.0270272073610709,"Verrucomicrobiota"
"1339","11c192ca47293df7d3c26138fd796fe1",-0.0601626692016558,"Bacteroidota"
"1340","11c32034d10594e09355788527e86e9a",0.0126202989839105,"Chloroflexi"
"1341","11c40e0818bc09aaff0d66e48abfc70c",-0.0620205996352756,"Others"
"1342","11cc430a9f32f9c374e19d170d09a972",-0.0210591795111115,"Firmicutes"
"1343","11d218bb402f667f93b6fbb797b67df4",-0.00688189573814277,"Cyanobacteria"
"1344","11d5e5107b36b2bbb28e3c4efbab0b2a",-0.0045325698024518,"Actinobacteriota"
"1345","11d85362612026bcd9b2e34ac5f2cf3f",-0.00467151063832335,"Chloroflexi"
"1346","11dd1eda320849735016de59c0d867a3",-0.00293334293837987,"Actinobacteriota"
"1347","11df2d8b1303f349ecaaa0b898ac4745",-0.00104754450030961,"Actinobacteriota"
"1348","11e1a81a7a60d7fed2292c49cecf7baf",0.0260017711140052,"Firmicutes"
"1349","11e3838852053d4a3b771d88a92e66f1",-0.003262822438818,"Acidobacteriota"
"1350","11e801efba707866d1e97aba33566102",0.0314660354509894,"Cyanobacteria"
"1351","11ee2639daa857bbf4a725df56baeb4d",-0.00761250724352885,"Chloroflexi"
"1352","11ef1e1ededa9ab6ec35fab6cb6bde07",-0.0137312561908631,"Actinobacteriota"
"1353","11f53e3c966b8fd0f9950dde95933854",-0.00420391039075103,"Proteobacteria"
"1354","11fc3021f2932354485dd48c794d5cc9",-0.00387747941814314,"Actinobacteriota"
"1355","11fc46bc7ab1b5adaeeaac5c4f63f6b5",-0.00896610019608233,"Bacteroidota"
"1356","120145372c20c2c02b66c10e23cb4a60",-0.001545188128947,"Acidobacteriota"
"1357","120220e8dad16293342dd2edfc4efe6c",-0.00670534551824353,"Planctomycetota"
"1358","120492a88a7c6cf935189a868e01db89",-0.0212022466267068,"Proteobacteria"
"1359","1204b3ef46ff68a23c733ad8cfc6b1de",-0.014188495034909,"Proteobacteria"
"1360","12060f1fd94b4f6e82e06ca286a2179a",-0.000996205383825897,"Chloroflexi"
"1361","1207ff7bad683bfcc02c480d90c80316",0.114497532238234,"Proteobacteria"
"1362","120c3b11d845bfab7911a64d0a617e65",-0.0098893876741704,"Others"
"1363","121dcf6484ab6259f2b30df3e709ba18",-0.0319137844482531,"Bacteroidota"
"1364","121f609e699b002cce9c9deca1661d0c",0.0341033557213871,"Proteobacteria"
"1365","1227fc1894f3110eac9752e7782416ad",-0.0223286791838107,"Verrucomicrobiota"
"1366","122b47318cbd39d6942aaaf7af0ec9ae",-0.00654662421630194,"Verrucomicrobiota"
"1367","122c40456ab6da9bf8bd49f4862f7e75",0.235359259060759,"Actinobacteriota"
"1368","122ccbbba4a0636d4dce50041857593c",-0.000440712001100167,"Actinobacteriota"
"1369","122eb7a051a9845aba5ab5342e6ea552",-0.00243837010364529,"Planctomycetota"
"1370","12348671acf7374d12de5b72c54b6e0e",-0.003631706552141,"Verrucomicrobiota"
"1371","12352dce76b5d5864aa98fef0882135b",-0.000994510662833559,"Verrucomicrobiota"
"1372","12371f7e5baec4262f1fe76de5c69abd",-0.008252788888537,"Cyanobacteria"
"1373","123aa084aa5db18a64f4a4061581c361",-0.00164256258901826,"Actinobacteriota"
"1374","12406a5be40c0b615158c7f64ed2e4a2",-0.0174121385739318,"Proteobacteria"
"1375","1243f6ad89a8e171d50e277ac519a196",-0.0167502830151883,"Bacteroidota"
"1376","12447391c5570b186be85c790f3115f9",-0.0186199027338775,"Bacteroidota"
"1377","1245057cd05a3494f3c96f6226d2181d",-0.00129069183716484,"Proteobacteria"
"1378","12455ea3598d20c6a084c6e271823337",0.0126202989839105,"Acidobacteriota"
"1379","1245d9397db13ae8327da3cf99b70c78",0.0303722206913409,"Proteobacteria"
"1380","1246564ca0d4590443990d97bba876e5",-0.0395113320344118,"Verrucomicrobiota"
"1381","1246f97c5706c58a7c38d2cb7fe7c23a",-0.0040306666280009,"Planctomycetota"
"1382","12477a940d9b651eaf1667db338f099f",-0.00517754076469603,"Proteobacteria"
"1383","124a6b1c702db8b9a0a4a3a4c7738630",-0.063623642447859,"Chloroflexi"
"1384","124ded97b86e20101d075e426bb48ff5",-0.0151903061564732,"Others"
"1385","124f387fc0ff681ab649d0cc4d8951fb",0.0182982785945597,"Chloroflexi"
"1386","1253a05e804ebac2206aa34c049d62e5",-0.000500497200919853,"Others"
"1387","1254295fc96dd16a3a7bc3fcdcb9e234",-0.00357437850707028,"Acidobacteriota"
"1388","1258557c770cd2e9d334fb7395022ce6",0.026240806368566,"Actinobacteriota"
"1389","1260ddc1ed2c7d07b9d6c153cac45592",-0.0173852733761156,"Chloroflexi"
"1390","12623b88f4be76e20d229ae8b6821051",-0.0756965368093939,"Verrucomicrobiota"
"1391","1264124627aa5cb6ab83630e70cad862",0.0238648155526589,"Others"
"1392","126606ab8ff8434d815e16eb535a1e18",-0.0306684587342732,"Acidobacteriota"
"1393","12691cff749440411871fdcbabc6996c",-0.000334202260343413,"Others"
"1394","126ed4d90e0aa23220bb904419c2e5e5",-0.0161543758946816,"Others"
"1395","12711a8bfe132ae09a393ca48a46d7ca",-0.0140196723583831,"Acidobacteriota"
"1396","12821d6b2f776cdc27afb9b4474e2b0c",0.0162713165289994,"Actinobacteriota"
"1397","128268a5609ba56a8cd0e8a2d210610c",-0.00879908820374516,"Others"
"1398","12832282c7e0cc33c72b8a820124a44d",-0.00884933768250032,"Proteobacteria"
"1399","1285472bf825171a5606eeb9f96968d2",-0.01767886953463,"Firmicutes"
"1400","1287bd9be169481b2f4a8b4ae4c58211",-0.00225424724330078,"Acidobacteriota"
"1401","12887ccad40b7acc95563f711580b675",-0.00837500715688307,"Acidobacteriota"
"1402","128978050d0416a12b3e1f66e0b02952",-0.00366940437282506,"Bacteroidota"
"1403","128a2f7c6c20a83e69192034111e8d30",0.0223905414829761,"Others"
"1404","128bcea98b1e4f44e79ef5a54392857b",-0.0101104531541788,"Bacteroidota"
"1405","128d54338be697bb8d8cf94f4fe84034",-0.0218343376541021,"Proteobacteria"
"1406","128f6e033571b6e46224e191aa74daab",-0.00805787465800652,"Bacteroidota"
"1407","12987210949277864bceda9f2585217a",0.00656987658654826,"Proteobacteria"
"1408","129bae93b28417e51e55557bce1fd931",-0.00618518265840609,"Bacteroidota"
"1409","129ccb84dacc204a222663ea71fb1401",-0.00176918620196907,"Chloroflexi"
"1410","129d31611e87d1ae5b98e25099678da1",-0.00126908596681372,"Proteobacteria"
"1411","12a05dc2388785c64cf052220c29150d",-0.00179937933250349,"Verrucomicrobiota"
"1412","12a45f8c40b32bda8be1ec59cae108d4",-0.145668995661276,"Actinobacteriota"
"1413","12a504a118a45da3590e5a1aac0f602b",-0.000641135799220415,"Verrucomicrobiota"
"1414","12a6e9bc7398cbc1627540ef6312620d",0.0320495598374266,"Bacteroidota"
"1415","12b1699920679ac65d634875b8aaede6",-0.00604805791110054,"Proteobacteria"
"1416","12b5809a2f3ab14cb3f2254dcfe95ad0",-0.0154990654873107,"Actinobacteriota"
"1417","12baf187fa9efb4d8bf3066c6f704378",-0.0124085916555145,"Bacteroidota"
"1418","12c0c869980e9a0f0e931188d50a85a1",0.0238648155526589,"Bacteroidota"
"1419","12c4550be5c04116ab5f07c99f19d53e",-0.00931089935923544,"Chloroflexi"
"1420","12c682fb0d4dd7bd6001917329bab01b",-0.0365509912959189,"Acidobacteriota"
"1421","12cb6f35012e865abd1239626bb0ae04",-0.0438719857181416,"Chloroflexi"
"1422","12ce248818bf549063d0ab484ac4f66c",-0.00157120933589824,"Chloroflexi"
"1423","12d2831572c649a0eec00070fe127741",-0.0010232174399533,"Actinobacteriota"
"1424","12d28af539ea59606c3139095e35576a",-0.0190416197213571,"Chloroflexi"
"1425","12d43f1da81a8cf814cfa48e34a48cbe",-0.00518621912625078,"Others"
"1426","12d4547b7f9a9db0a75694e783332c77",0.0422511964917753,"Proteobacteria"
"1427","12d5f03f401dfa027d078eb66fc715a9",0.0938693319465921,"Patescibacteria"
"1428","12d90a1484d097aa68364a7d20c1b0df",-0.0137222122310348,"Planctomycetota"
"1429","12d93439ba21c4d65de1b0bad93789dc",0.026240806368566,"Proteobacteria"
"1430","12da2ce244e92a090bf10fcc9fe9300c",0.0431829685912773,"Patescibacteria"
"1431","12dba4438f96107375bea483fa29a383",-0.00462427558455098,"Acidobacteriota"
"1432","12dd540a0b6e0edc547d3375481f4cab",-0.0278697502354279,"Others"
"1433","12e06b33fe0ee03e163391f39d34278f",-0.0083398883150982,"Proteobacteria"
"1434","12e149229a504e64eb589622ee6a0bf6",0.104765270646216,"Verrucomicrobiota"
"1435","12e54839b23232a3f02731d30f0c2cca",-0.015778878738453,"Others"
"1436","12e6985a8a7244758d58951c255a42b6",-0.00398254775598834,"Acidobacteriota"
"1437","12ed6f1d088ab35bd6f2555445f0037b",0.0389326082839462,"Bacteroidota"
